Sr No	Date 	Startup Name	Industry Vertical	SubVertical	City Location	Investors Name	InvestmentnType	Amount Clean	Is _disclosed
1226	21-11-16	numberz.in	Technology	Cash Flow Management Solution for Businesses	Gurgaon	"Kae Capital, Khosla Impact"	Seed Funding	"6,50,000"	Yes
1227	22-11-16	Housing.com	Consumer Internet	Real Estate Portal	Mumbai	Softbank Group	Private Equity	"50,00,000"	Yes
1228	22-11-16	Awesummly	Consumer Internet	Short News Mobile App	Bengaluru	"Vivek Bhargava, Ameera Shah"	Seed Funding	"1,47,000"	Yes
1229	22-11-16	VoLT	Consumer Internet	Ed-Tech Platform	Mumbai	YMS Mobitech	Seed Funding		No
1230	22-11-16	Vymo	Technology	SaaS-based predictive analytics platform	Bengaluru	Sequoia India	Private Equity	"50,00,000"	Yes
1231	22-11-16	ShubhLoans	Technology	Consumer Finance & Credit Score platform	Bengaluru	"Sanjai Vohra, V. Bunty Bohra"	Seed Funding		No
1232	22-11-16	Noddapp	Consumer Internet	App based networking platform	Mumbai	Undisclosed multiple investors	Seed Funding	"1,47,000"	Yes
1233	23-11-16	Knowlarity	Consumer Internet	Cloud Telephony Platform	Bengaluru	"Delta Partners, Sequoia India,\\xc2\\xa0 Mayfield, Blacksoil, Trifecta Capital"	Private Equity	"2,00,00,000"	Yes
1234	23-11-16	Infisecure	Technology	Bot Protection Solutions	Mumbai	"IDG Ventures, Axilor Ventures"	Seed Funding	"6,00,000"	Yes
1235	23-11-16	Udaan	eCommerce	B2B Marketplace	Bengaluru	"Lightspeed Venture Partners India, Lightspeed US"	Private Equity	"1,00,00,000"	Yes
1236	24-11-16	FroyoFit	Consumer Internet	Fitness Discovery Platform	Indore	Dr. Pooja Gandhi	Seed Funding		No
1237	24-11-16	Betterplace	Consumer Internet	Background Verification Services	Bengaluru	Venture Highway	Seed Funding		No
1238	24-11-16	ShareChat	Consumer Internet	Local Language Social Networking Platform	Mumbai	"Lightspeed India Partners, SAIF Partners, India Quotient, Venture Highway"	Private Equity	"40,00,000"	Yes
1239	24-11-16	UClean	Consumer Internet	Tech Enabled Laundry Service Provider	Gurgaon	Franchise India	Private Equity		No
1240	24-11-16	Servify	Consumer Internet	Personal Device Assistant App	Mumbai	"Blume Ventures, BEENEXT, Barkawi Holdings GmbH, TM Service Technology Holdings Gmbh, Sreevathsa Prabhakar"	Private Equity		No
1241	25-11-16	Hubilo	Consumer Internet	End-to-end Event Organizers Solutions	Ahmedabad	"Girish Mathrubootham, VC Karthic, Miten Mehta, Umasankar Nistala, Rakesh Patel, Akash Bhavsar, Jeevanandhan Rajagopal, Vikas Chadha & Others"	Seed Funding		No
1242	25-11-16	FunOnGo	Consumer Internet	Digital Media Content and Distribution platform	Mumbai	Reliance Entertainment	Private Equity		No
1243	25-11-16	121Policy	Consumer Internet	Online Insurance Platform	Kolkata	Xelpmoc	Seed Funding		No
1244	26-11-16	TapChief	Consumer Internet	Professional Expert Advice Platform	Bengaluru	"Paytm, Aprameya Radhakrishna, Subramanya Venkat, Venk Krishnan"	Seed Funding		No
1245	28-11-16	Kloseby	Consumer Internet	proximity based Rewards platform	Bengaluru	Undisclosed Investor	Seed Funding	"1,00,000"	Yes
1246	28-11-16	WholeSaleBox	eCommerce	B2B Wholesale Apparel Marketplace	Jaipur	"Manish Maheshwari, Contrarian Vriddhi Fund"	Private Equity	"20,00,000"	Yes
1247	29-11-16	Crossahead	Consumer Internet	Creative Artists Discovery & Booking platform	Noida	Mohit Sharma	Seed Funding		No
1248	29-11-16	Affordplan	Consumer Internet	Savings platform for Medical Expenses	New Delhi	"Prime Venture Partners, Kalaari Capital"	Private Equity	"30,00,000"	Yes
1249	30-11-16	HandyTrain	Consumer Internet	Mobile App for SAAS based Training	Goa	"Silver Range Investments, Lumina Datamatics, Shun Yoshida & Others"	Private Equity	"10,00,000"	Yes
1250	30-11-16	ShopsUp	eCommerce	Hyperlocal Shopping App	Bengaluru	"Anand Sankeshwar, Yang Shu"	Seed Funding	"9,63,000"	Yes
1251	30-11-16	Indofash	eCommerce	Ethnic Indian Fashion Marketplace	Bengaluru	"Shekhar Sahu, Nitesh Pant"	Seed Funding	"1,50,000"	Yes
1252	30-11-16	Entropika	Technology	"AI, Machine learning Solutions"	Bengaluru	"Dileep Bhatt, Milind Chaudhary"	Seed Funding	"2,00,000"	Yes
1253	30-11-16	MarianaIQ	Technology	AI-driven B2B marketing platform	Bengaluru	Exfinity Venture Partners	Private Equity	"20,00,000"	Yes
1254	30-11-16	Chai Thela	Food & Beverage	Quick Service Restaurants	Noida	Quarizon	Seed Funding	"2,18,000"	Yes
1255	30-11-16	Interviewpad	Technology	Engineering Interview facilitation platform	Pune	Krishna Rokhale	Seed Funding	"1,00,000"	Yes
1256	30-11-16	Math Buddy	Consumer Internet	Online Math Learn	Vadodara	Menterra Social Impact Fund	Seed Funding	"4,40,000"	Yes
1257	30-11-16	Pulse	Consumer Internet	Campus Social Networking App	Bengaluru	SAIF Partners	Private Equity	"5,00,000"	Yes
1258	30-11-16	MonkeyBox	Consumer Internet	Healthy Food Delivery platform	Bengaluru	Blume Ventures & Others	Seed Funding		No
1259	30-11-16	Carcrew.in	Consumer Internet	Online Car repair Marketplace	Mumbai	TVS Group	Seed Funding	"5,00,000"	Yes
1260	03-10-16	MeraKisan	eCommerce	Fruit & vegetable eTailer	Bengaluru	Mahindra Univeg	Seed Funding		No
1261	03-10-16	Mystifly	Consumer Internet	Airline Ticket Aggregator	Bengaluru	Recruit Holdings	Private Equity	"50,00,000"	Yes
1262	03-10-16	HelpChat	Consumer Internet	AI Powered Content & Commerce platform	Bengaluru	"American Express Ventures, Sequoia Capital"	Private Equity		No
1263	03-10-16	Uniphore	Technology	Speech Recognition Solutions	Chennai	"IDG Ventures, Indian Angel Network (IAN), YourNest Angel Fund"	Private Equity	"20,00,000"	Yes
1264	03-10-16	World Art Community	eCommerce	Art & Craft Marketplace	Gurgaon	Viraj Tyagi & Others	Seed Funding	"2,00,000"	Yes
1265	04-10-16	Giftxoxo	eCommerce	Online Gifting platform	Bengaluru	Mahindra Holidays & Resorts India Ltd	Private Equity	"4,50,000"	Yes
1266	04-10-16	Bharat Bazaar	eCommerce	Online B2B Marketplace	Mumbai	"BeeNext, TV Mohandas Pai, Kunal Shah, Sandeep Tandon"	Seed Funding		No
1267	04-10-16	GOQii	Consumer Internet	Health & Fitness Wearable Device	Mumbai	Ratan Tata	Private Equity		No
1268	04-10-16	India Gifts Portal	eCommerce	Online Gifting platform	Noida	"Naveen Arya, Tarun Joshi"	Private Equity	"20,00,000"	Yes
1269	04-10-16	Moglix	eCommerce	Industrial & Home products marketplace	Noida	"Accel Partners, Jungle Ventures, SeedPlus"	Private Equity	"42,00,000"	Yes
1270	04-10-16	NetLinx	Consumer Internet	Internet Service Provider	Hyderabad	"Xchange Investors NV, TransGlobal FZC"	Private Equity	"30,00,000"	Yes
1271	04-10-16	Scandid	Consumer Internet	Product Shopping Comparison App	Pune	3One4 Capital	Private Equity		No
1272	04-10-16	Remitr	Consumer Internet	Foreign Currency Payments Platform	Mumbai	"Vijay Shekhar Sharma, Pravin Gandhi,\\xc2\\xa0 Smart Start Fund; Kunal Shah,\\xc2\\xa0 Sandeep Tandon, Vishal Gondal, & Others"	Seed Funding	"10,00,000"	Yes
1273	04-10-16	InnerChef	Consumer Internet	Online food ordering platform	Gurgaon	"Mistletoe, M&S Partners"	Private Equity	"25,00,000"	Yes
1274	04-10-16	AppsDaily	Consumer Internet	"Mobile Phone Theft, Damage Protection platform"	Mumbai	"Zodius Capital, Kalaari Capital, Qualcomm Ventures, Russian venture capital fund Ru-Net, Mumbai Angels"	Private Equity	"37,50,000"	Yes
1275	05-10-16	MuhurtMaza	Consumer Internet	Online Puja Booking Service	Pune	Undisclosed Investor	Seed Funding		No
1276	05-10-16	Azuro	Consumer Internet	Rental Property Finder platform	Mumbai	"White Unicorn Ventures, Kae Capital, Mumbai Angels"	Private Equity		No
1277	05-10-16	NeuroSynaptic	Technology	Remote Healthcare Delivery Solutions	Bengaluru	"Indian Angel Network, Healthsquad, Axilor Ventures"	Private Equity		No
1278	05-10-16	UE LifeSciences	Technology	Mobile Health Technology Solutions	Mumbai	"Kiran Mazumdar-Shaw, Unitus Seed Fund"	Private Equity	"12,00,000"	Yes
1279	06-10-16	FindmeaShoe	Consumer Internet	Footwear Recommendation App	Bengaluru	Ventureast Fund Advisors	Seed Funding		No
1280	06-10-16	RealBox	Technology	Data Sciences Platform	Noida	Hyderabad Angels	Seed Funding	"3,00,000"	Yes
1281	06-10-16	Sportido	Consumer Internet	Sports Discovery platform	Noida	Sumpoorna Group	Seed Funding		No
1282	06-10-16	GoZefo	eCommerce	Used Furniture & Appliances Marketplace	Bengaluru	"Helion Venture Partners, BeeNext"	Private Equity	"10,50,000"	Yes
1283	07-10-16	RayIOT	Technology	Baby Monitoring Devices manufacturer	Bengaluru	HAX Accelerator	Seed Funding	"1,00,000"	Yes
1284	07-10-16	KOOH Sports	Technology	Sports Training & Technology	Mumbai	"HDFC, Faering Capital, Elevate Sports"	Private Equity	"22,00,000"	Yes
1285	07-10-16	Flexiloans	Consumer Internet	Online Funds Raising Platform	Mumbai	"Sanjay Nayar, Vikram Sud, Anil Jaggia, Narayan Seshadri"	Private Equity	"1,50,00,000"	Yes
1286	07-10-16	Sibia Analytics	Technology	Marketing & Customer Analytics Solutions	Kolkata	Radhakrishnan Natarajan & Others	Seed Funding		No
1287	10-10-16	Vithi.com	eCommerce	Online Hair Extension etailer	New Delhi	undisclosed investor	Seed Funding	"3,75,000"	Yes
1288	11-10-16	Yupp TV	Consumer Internet	Internet-based TV streaming service provider	Bengaluru	Emerald Media	Private Equity	"5,00,00,000"	Yes
1289	11-10-16	Deyor Camps	Consumer Internet	Branded Camping location Aggregator	Gurgaon	"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries"	Seed Funding	"5,00,000"	Yes
1290	12-10-16	ZipLoan	Consumer Internet	online lending platform	New Delhi	"GrowX Ventures, Sunil Kalra, Arun Venkatachalam,\\xc2\\xa0 Badal Malick"	Seed Funding		No
1291	13-10-16	FabAlley	ecommerce	online fashion brand store	Noida	"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma"	Private Equity	"20,00,000"	Yes
1292	13-10-16	Shoekonnect	eCommerce	B2B Marketplace for Shoes	Agra	Indian Angel Network	Seed Funding		No
1293	13-10-16	Maya	Consumer Internet	Womens Health Tracker App	Bengaluru	Rajan Anandan	Seed Funding		No
1294	13-10-16	RoboVac	Technology	waterless car washing solution	Ahmedabad	Virendra Patel	Seed Funding	"4,50,000"	Yes
1295	14-10-16	Newspatrolling	Consumer Internet	Online News portal	New Delhi	Undisclosed	Seed Funding	25000.00	Yes
1296	14-10-16	Postman	Consumer Internet	API Platform	Bengaluru	Nexus Venture Partners	Private Equity	"70,00,000"	Yes
1297	14-10-16	ISFC	Finance	Education Sector Lending	Hyderabad	Gray Matters Capital	Private Equity	"60,00,000"	Yes
1298	14-10-16	BeatRoute	Technology	SAAS based mobile application platform	Gurgaon	Quarizon Consultancy Services LLP	Seed Funding		No
1299	14-10-16	Kidsstoppress	Consumer Internet	Parenting and Baby care Platform	Mumbai	Karan Bhagat	Seed Funding		No
1300	14-10-16	Innov8	Consumer Internet	Co-Working Spaces aggregator	Bengaluru	Punit Soni	Seed Funding		No
1301	15-10-16	DailyHunt	Consumer Internet	Vernacular content mobile app	Bengaluru	"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,\\xc2\\xa0 Falcon Edge"	Private Equity	"2,50,00,000"	Yes
1302	15-10-16	Tazzo Bikes	Consumer Internet	Motorbike rental platform	Hyderabad	DSG Consumer Partners	Seed Funding	"2,27,000"	Yes
1303	15-10-16	MyKindofJob	Consumer Internet	Internet & Fresher Job platform	Mumbai	"Mayank Shah, Shreyans Shah"	Seed Funding	"10,00,000"	Yes
1304	17-10-16	Trilyo	Technology	B2B SAAS based product	Bengaluru	"Vishnu Bhat, Rajiv Lunkad, Naresh Ravindranath"	Seed Funding		No
1305	17-10-16	Rooter	Consumer Internet	Sports Social Network mobile app	New Delhi	"Boman Irani, Dhruv Chitgopekar, Prantik Dasgupta"	Seed Funding		No
1306	17-10-16	Yumigo	Consumer Internet	App based Travel Discovery and Transactions platform	Gurgaon	Hemant Sahni	Seed Funding	"3,00,000"	Yes
1307	17-10-16	Rentalpha	Others	equipment rental and leasing company	Mumbai	Bravia Capital	Private Equity	"1,60,00,000"	Yes
1308	18-10-16	3Dexter	Technology	3D Printing Solutions for Edu space	New Delhi	Newbie Promoters	Seed Funding	"1,50,000"	Yes
1309	18-10-16	BabyChakra	Consumer Internet	Parenting and Child Care portal	Mumbai	RoundGlass Partners	Private Equity		No
1310	18-10-16	Coppre	eCommerce	Copper based items etailer	Pune	Ganesh Natarajan	Seed Funding		No
1311	18-10-16	MySUN	Technology	Solar Energy harnessing products marketplace	Noida	General Catalyst Partners	Private Equity	"25,00,000"	Yes
1312	18-10-16	ePathsala	Technology	Cloud based ERP for Accreditation & ICT	Bengaluru	"Hyderabad Angels, TLabs"	Seed Funding		No
1313	19-10-16	Furlenco	Consumer Internet	Online Furniture Rental platform	Bengaluru	"Lightbox Ventures, Axis Capital & Others"	Private Equity	"3,00,00,000"	Yes
1314	19-10-16	Fisdom	Consumer Internet	Personal Wealth Management Platform & App	Bengaluru	"Saama Capital, Raghunandan G, Aprameya Radhakrishna"	Private Equity	"11,00,000"	Yes
1315	19-10-16	Actofit	Technology	Wearable Technology platform & devices	Mumbai	Next Orbit Ventures Fund	Private Equity	"7,50,000"	Yes
1316	20-10-16	Stayology	Consumer Internet	Stay & Travel related services	Bengaluru	Ranjan Pai	Seed Funding		No
1317	20-10-16	Hipcask	Consumer Internet	Alcoholic beverage discovery platform	Mumbai	Mobikon	Seed Funding		No
1318	20-10-16	RailYatri	Consumer Internet	Train Travel Info mobile app	Noida	"Helion Ventures, Blume ventures"	Private Equity		No
1319	21-10-16	ChatOnGo	Consumer Internet	Hyperlocal Communication Mobile app	Mumbai	Janak Jain	Seed Funding	"3,00,000"	Yes
1320	23-10-16	WOTU	eCommerce	B2B Marketplace for traders	Bengaluru	KAE capital	Seed Funding		No
1321	24-10-16	Healthians	Consumer Internet	Health Test Discovery & Ordering service	Gurgaon	BEENEXT	Private Equity	"30,00,000"	Yes
1322	24-10-16	Box8	Consumer Internet	Online Food Ordering platform/App	Mumbai	"IIFL Seed Ventures Fund, Mayfield Ventures"	Private Equity	"75,00,000"	Yes
1323	25-10-16	Kredx	eCommerce	Invoice discounting marketplace	Bengaluru	Sequoia Capital	Private Equity	"60,00,000"	Yes
1324	25-10-16	CreditMate	Consumer Internet	Credit Report Info platform	Mumbai	India Quotient	Seed Funding	"5,00,000"	Yes
1325	25-10-16	Pickrr	Technology	Courier Logistics & Order management Solutions	New Delhi	Swastika Company Ltd	Seed Funding		No
1326	25-10-16	SatvaKart	eCommerce	Online Grocery Etailer	Gurgaon	Nimit Panigrahi	Seed Funding		No
1327	25-10-16	SooperMO	Technology	Android utility app suite creator	Gurgaon	Lalit Vase	Seed Funding	"1,00,000"	Yes
1328	26-10-16	OrangeTwig	Consumer Internet	Social Media Marketing platform	New Delhi	Undisclosed investor	Seed Funding	"10,00,000"	Yes
1329	26-10-16	Wooplr	Consumer Internet	Fashion Discovery App	Bengaluru	"Astarc Ventures, Anand Chandrasekaran"	Seed Funding		No
1330	26-10-16	The Kettlery	eCommerce	Online Tea Etailer	Ahmedabad	"hooting Starts Sports LLP, Franchise India Brands"	Private Equity	"10,00,000"	Yes
1331	27-10-16	Idea Bubbles	Consumer Internet	Doctor Consulting platform	Bengaluru	"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd."	Private Equity	"7,00,000"	Yes
1332	27-10-16	FR8	Technology	Truck Fleet Operation platform	Chennai	Omnivore Partners	Private Equity	"9,71,000"	Yes
1333	27-10-16	Ather Energy	Technology	Electric Vehicle Manufacturer	Bengaluru	Hero MotoCorp	Private Equity	"2,70,00,000"	Yes
1334	28-10-16	Pikkol	Logistics	Relocation Service provider	Bengaluru	"Ajay Nanavati, Afsal Salu"	Seed Funding		No
1335	29-10-16	Velmenni	Technology	LiFi based wireless communication provider	New Delhi	Kalaari Capital	Seed Funding	"1,00,000"	Yes
1336	29-10-16	Volta Motors	Technology	Electric Bike Manufacturer	Chennai	Kalaari Capital	Seed Funding	"1,00,000"	Yes
1337	29-10-16	Cyclops	Technology	Clinical and Wearable Diagnostic Product creator	Bengaluru	Kalaari Capital	Seed Funding	"1,00,000"	Yes
1338	30-10-16	Impact Analytics	Technology	Business intelligence and data science Startup	Bengaluru	"Aarin Capital, Michael Herzig, Ashish Lakhanpal"	Private Equity	"7,50,000"	Yes
1339	31-10-16	Talent Next	Consumer Internet	Talent Discovery & Audition management platform	Mumbai	Karanpal Singh & Others	Seed Funding	"10,00,000"	Yes
1340	01-09-16	Mad Street Den	Technology	Artificial Intelligence platform	Chennai	"Sequoia India, Exfinity Ventures, growX ventures,"	Private Equity		No
1341	01-09-16	Mihup	Technology	Personal Digital Assistant	Kolkata	Accel Partners	Private Equity	"67,00,000"	Yes
1342	01-09-16	Renowala	eCommerce	Home Improvement Marketplace	Hyderabad	Pradeep Dhobale	Seed Funding		No
1343	01-09-16	Lucideus	Technology	IT Risk Assessment and Digital Security Services provider.	New Delhi	Amit Choudhary	Seed Funding		No
1344	04-09-16	Trackbizz	Technology	Field Force Automation System	Kochi	Grasshoppers	Private Equity		No
1345	05-09-16	Social Quotient	Technology	Platform for Social Causes	Mumbai	"Anita Dongre, Yash Dongre, Milind Sarwate"	Seed Funding		No
1346	05-09-16	Stalk Buy Love	eCommerce	Fashion Apparel eTailer	New Delhi	William Bissel	Seed Funding		No
1347	06-09-16	eShakti	eCommerce	Women\xe2\x80\x99s Fashion Apparel eTailer	Chennai	"Infina Finance Pvt. Ltd, Uday Kotak"	Private Equity	"13,50,000"	Yes
1348	06-09-16	CheersOye!	Consumer Internet	Online Gift Vouchers platform	Mumbai	Undisclosed Investors	Seed Funding	"5,00,000"	Yes
1349	06-09-16	Lenskart	eCommerce	Online Eyewear eTailer	New Delhi	PremjiInvest	Private Equity		No
1350	06-09-16	BigStylist	Consumer Internet	Hyperlocal doorstep Beauty Services provider	Mumbai	Info Edge (India) Ltd	Private Equity	"9,00,000"	Yes
1351	07-09-16	Zilingo	eCommerce	Online Fashion Retailer	Bengaluru	"Venturra Capital, Sequoia India, Susquehanna International Group.\\xc2\\xa0 Wavemaker Partners, Beenext, Beenos, Digital Garage"	Private Equity	"80,00,000"	Yes
1352	07-09-16	Alternacare	Consumer Internet	Online Doctor Consulting platform	New Delhi	Eros Labs	Seed Funding	"5,00,000"	Yes
1353	07-09-16	Simplilearn	Education	Online Certification programs	Bengaluru	InnoVen Capital India	Private Equity	"60,00,000"	Yes
1354	07-09-16	Prozo	eCommerce	Study Material Marketplace	Gurgaon	"Earlsfield Capital, Sailender Solanki, Rajiv Solanki"	Seed Funding	"3,15,000"	Yes
1355	08-09-16	TopRankers	Education	Online Test Preparation platform	Bengaluru	"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,"	Seed Funding	"6,70,000"	Yes
1356	08-09-16	BuildTraders	eCommerce	Online Construction Materials Marketplace	Bengaluru	Idein Ventures	Seed Funding	"2,00,000"	Yes
1357	09-09-16	Byju\\xe2\\x80\\x99s	Education	Online Learning App	Bengaluru	"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures"	Private Equity	"5,00,00,000"	Yes
1358	09-09-16	NoBroker	Consumer Internet	Online Home Rental platform	Bengaluru	Anand Chandrasekaran	Seed Funding		No
1359	10-09-16	Freshboxx	eCommerce	Fruits & vegetable eTailer	Hubli	Ravi Linganuri	Seed Funding		No
1360	10-09-16	CureInstant	Consumer Internet	Social Health Networking Platform	New Delhi	Dr. Rameshwar Kumar	Seed Funding	"1,50,000"	Yes
1361	10-09-16	Poshtic	Consumer Internet	Online health & Wellness platform	Noida	"havya Sharma, Amit Nagar"	Seed Funding	"4,50,000"	Yes
1362	10-09-16	KarmaCircles	Consumer Internet	Peer-to-peer Social Learning platform	New Delhi	"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni"	Seed Funding		No
1363	12-09-16	Purple Style Labs	Consumer Internet	Personal Styling Online platform	Mumbai	"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan"	Seed Funding	"4,48,000"	Yes
1364	12-09-16	Inuxu	Technology	Online Advertising Solutions	Pune	Fork Media	Private Equity	"30,00,000"	Yes
1365	12-09-16	Nykaa	eCommerce	Online Beauty products eTailer	Mumbai	"Sunil Munjal, Mariwala family"	Private Equity	"1,23,00,000"	Yes
1366	12-09-16	Glam Studios	Consumer Internet	Beauty Salon Aggregator	Noida	"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal"	Seed Funding	"3,00,000"	Yes
1367	13-09-16	Findow	Consumer Internet	Fashion Discovery Mobile app	Bengaluru	Raj Singh Bhandal	Seed Funding		No
1368	13-09-16	IdeaChakki	Consumer Internet	Restaurant Menu & Food mobile app	New Delhi	Ratan Tata	Seed Funding		No
1369	13-09-16	ShoeKonnect	eCommerce	Footwear & Leather B2B App	Agra	Indian Angels Network	Seed Funding		No
1370	13-09-16	NearBuy	Consumer Internet	Online Deals & Discount platform	Gurgaon	BlackSoil Capital Pvt. Ltd.	Private Equity	"25,00,000"	Yes
1371	14-09-16	ZeroInfy	Consumer Internet	Online Video Lectures platform	Kolkata	Calcutta Angels Network	Seed Funding		No
1372	14-09-16	Flocareer	Consumer Internet	Jobs & Skill Validation platform	Bengaluru	"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others"	Seed Funding	"1,50,000"	Yes
1373	14-09-16	LensPick	eCommerce	eyewear eTailer	Bengaluru	Scadea Solutions Inc	Private Equity		No
1374	15-09-16	infeedo	Consumer Internet	Employee engagement platform	Gurgaon	"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,\\xc2\\xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,"	Seed Funding	"2,00,000"	Yes
1375	15-09-16	Furlenco	eCommerce	Online furniture rental startup	Bengaluru	Lightbox Ventures and others	Private Equity	"50,00,000"	Yes
1376	15-09-16	GoPigeon	Consumer Internet	on-demand logistics service provider	Bengaluru	Nexus Venture Partners	Private Equity	"15,00,000"	Yes
1377	16-09-16	NewsDistill	Consumer Internet	City based News Aggregator App	Hyderabad	"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem"	Seed Funding	"1,00,000"	Yes
1378	16-09-16	DoctorInsta	Consumer Internet	Online Doctor Consultations	Gurgaon	RoundGlass Partners	Private Equity	"10,00,000"	Yes
1379	19-09-16	Milofy	Consumer Internet	Couple Socialization App	Bengaluru	Accel Partners	Seed Funding	"7,50,000"	Yes
1380	19-09-16	Liqvid	Technology	Integrated eLearning content solutions	New Delhi	Gray Matters Capital	Private Equity		No
1381	19-09-16	Swiggy	Consumer Internet	Online Food Ordering & Delivery	Bengaluru	Bessemer Venture Partners	Private Equity	"1,50,00,000"	Yes
1382	20-09-16	Codemojo	Consumer Internet	Customer Engagement Platform	Bengaluru	CIO Angel Network	Seed Funding		No
1383	20-09-16	JustLikeNew	eCommerce	Online gadget Repair Services Marketplace	Hyderabad	LetsVenture	Seed Funding	"5,00,000"	Yes
1384	20-09-16	JoeHukum	Technology	Enterprise customer engagement solutions	New Delhi	Sumit Jain	Seed Funding		No
1385	21-09-16	Co Life	Consumer Internet	shared living and working spaces platform	Bengaluru	Undisclosed Investors	Seed Funding	"10,00,000"	Yes
1386	21-09-16	PurpleDocs	Consumer Internet	Electronic Health care records platform	Vadodara	"KellyGamma, Lead Angels & Others"	Seed Funding		No
1387	21-09-16	Pepperfry	eCommerce	Furniture eTailer	Mumbai	"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India"	Private Equity	"3,13,00,000"	Yes
1388	21-09-16	eQuickies	eCommerce	Online Book etailer	Ahmedabad	Lothal Angel Ventures	Seed Funding	"2,98,000"	Yes
1389	21-09-16	Khel Now	Consumer Internet	Mobile-based social networking platform	New Delhi	Anglian Omega Network	Seed Funding	"3,50,000"	Yes
1390	22-09-16	Gadgetwood	Consumer Internet	On-Demand Gadget repair services platform	New Delhi	Carpediem Capital	Private Equity	"60,00,000"	Yes
1391	22-09-16	DailyRounds	Consumer Internet	Mobile App for Doctors	Bengaluru	"Accel Partners, Beenext, Powerhouse Ventures, Akusa Holdings"	Private Equity		No
1392	22-09-16	Flixy Games	Technology	Mobile Game Publisher for Indian audience	Bengaluru	Rebright Partners	Seed Funding	"4,25,000"	Yes
1393	22-09-16	HashTaag	Technology	Mobile App Development company	Bengaluru	Undisclosed investors	Seed Funding	"10,00,000"	Yes
1394	22-09-16	PharmaRack	Technology	SAAS application for Pharma Industry	Pune	"Currae Healthtech Fund, Unicorn India Ventures"	Private Equity	"7,45,000"	Yes
1395	23-09-16	\\xc2\\xa0CloudCherry	Technology	CRM SAAS Platform	Chennai	"Vertex Ventures, Cisco Ventures, IDG Ventures"	Private Equity	"60,00,000"	Yes
1396	23-09-16	Parentlane	Consumer Internet	Social Platform for babycare and parenting	Bengaluru	Rohit MA	Seed Funding		No
1397	23-09-16	First Moms Club	Consumer Internet	Social Network for Mothers	Mumbai	Idea Wave Labs	Seed Funding		No
1398	23-09-16	inMotion	Technology	Financial platform for daily wage earning communities	Noida	"Prashant Tandon, Gaurav Agarwal, Gaurav Bhogle, Shrishti Sahu, Shantanu Mathur, Prabhat Aggarwal"	Seed Funding		No
1399	26-09-16	Let\xe2\x80\x99s Barter	Consumer Internet	Goods & Services Barter Platform	New Delhi	Scale Ventures Funds	Seed Funding		No
1400	26-09-16	EvenGini	Consumer Internet	Event Registration and Ticketing platform	Chennai	Procam International Pvt. Ltd	Private Equity		No
1401	27-09-16	TinyStep	Consumer Internet	Parenting Network Platform	Bengaluru	Flipkart Logistics Pvt. Ltd	Private Equity	"15,80,000"	Yes
1402	27-09-16	Canvs	Consumer Internet	Community Platform for Artists and Designers	Mumbai	Pratik Seal	Seed Funding		No
1403	28-09-16	Beardo	eCommerce	Mens Grooming products etailer	Ahmedabad	Venture Catalysts	Seed Funding	"5,00,000"	Yes
1404	28-09-16	Instacar	Consumer Internet	Out-Station Taxi Rental Platform	Indore	Swastika Co Ltd.	Seed Funding	"10,00,000"	Yes
1405	28-09-16	Celes Care	Consumer Internet	Virtual Health Clinic for Women	Hyderabad	Endiya Partners	Seed Funding	"10,00,000"	Yes
1406	28-09-16	Druva	Technology	Cloud Based Data Protection Solution	Pune	"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital"	Private Equity	"5,10,00,000"	Yes
1407	29-09-16	Promon	eCommerce	Local Commerce Platform	New Delhi	Now Capital	Seed Funding	"1,80,000"	Yes
1408	29-09-16	Fastudent	eCommerce	Education eCommerce platform	Noida	"Kanwaljit Singh, Ajay Lakhotia, Pavan Ongole, Ashish Gupta"	Seed Funding		No
1409	29-09-16	Unocoin	Consumer Internet	Bitcoin Wallet	Bengaluru	"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club"	Private Equity	"15,00,000"	Yes
1410	30-09-16	Demyto	Consumer Internet	Vehicle maintenance Services platform	Pune	Deepak Nathani	Seed Funding		No
1411	30-09-16	Zeta	Technology	Enterprise Cloud Solutions	Mumbai	Bhavin Turakhia	Private Equity	"1,90,00,000"	Yes
