Sr No	Date 	Startup Name	Industry Vertical	SubVertical	City Location	Investors Name	InvestmentnType	Amount Clean	Is _disclosed
967	21-03-17	Flipkart	eCommerce	ECommerce Marketplace	Bengaluru	"Microsoft, eBay, Tencent Holdings"	Private Equity	"1,40,00,00,000"	Yes
968	21-03-17	Airpay	Technology	Online payment Gateway	Mumbai	"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala"	Private Equity	"36,70,000"	Yes
969	21-03-17	MyGlamm	Consumer Internet	On-Demand Beauty Services	Mumbai	L\\xe2\\x80\\x99Occitane	Private Equity	"53,00,000"	Yes
970	22-03-17	The Mons Co.	eCommerce	Pregnancy & Baby Care etailer	New Delhi	"Shripad Nadkarni, Nandu Nandkishore"	Seed Funding		No
971	22-03-17	Haqdarshak	Consumer Internet	Tech-Enabled Social Enterprise	Bengaluru	"Ravi Saxena, Sandeep Raju,"	Seed Funding	"1,91,000"	Yes
972	23-03-17	Ixigo	Consumer Internet	Online Travel Search Engine	Gurgaon	"Sequoia Capital, Kinzon Capital"	Private Equity	"1,50,00,000"	Yes
973	23-03-17	Markets and Markets	Technology	Marketing Research Company	Pune	"FTV Capital, Zodius Capital"	Private Equity	"5,60,00,000"	Yes
974	24-03-17	Bizom	Technology	supply chain automation platform	Bengaluru	Ojas Ventures	Seed Funding	"3,82,000"	Yes
975	24-03-17	BabyonBoard	Consumer Internet	Parenting Mobile App	Bengaluru	"Mahavir Sharma, Vishal Jain, Rohit Sethi, Gaurav Luniya"	Seed Funding		No
976	24-03-17	Delhivery	Technology	Tech enabled Fulfilment & Logistics Solutions	New Delhi	"Carlyle Group, Tiger Global"	Private Equity	"10,00,00,000"	Yes
977	27-03-17	Sport Flashes	Consumer Internet	Sports Based Online Media portal	New Delhi	"Vikas Bajaj, Amit Kharbanda,"	Seed Funding		No
978	28-03-17	Fynd	ECommerce	Online fashion marketplace	Mumbai	Venture Catalysts	Private Equity	"5,00,000"	Yes
979	28-03-17	Wigzo	Technology	Enterprise Automation suite	New Delhi	3one4 capital	Private Equity		No
980	28-03-17	DoneThing	Consumer Internet	On-demand Personal Assistant service	Gurgaon	Brand Capital	Private Equity	"3,00,000"	Yes
981	29-03-17	Zapyle	ECommerce	Luxury Fashion Marketplace	Bengaluru	Undisclosed Investors	Seed Funding		No
982	29-03-17	Ithaka	Consumer Internet	Vacation Trip Planning platform	Mumbai	"Ankit Gupta, Puneet Motihar"	Seed Funding	"3,25,000"	Yes
983	29-03-17	perpule	eCommerce	Self-Checkout ECommerce App	Bengaluru	KStart Capital	Seed Funding	"6,50,000"	Yes
984	29-03-17	Byju\\xe2\\x80\\x99s	Consumer Internet	Online Education Platform	Bengaluru	Verlinvest	Private Equity		No
985	29-03-17	Licious	ECommerce	Online Meat Ordering platform	Bengaluru	"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund"	Private Equity	"1,00,00,000"	Yes
986	29-03-17	Medinfi	Consumer Internet	Doctor & Hospital search Platform	Bengaluru	"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others"	Seed Funding	50000.00	Yes
987	30-03-17	Indus OS	Technology	Mobile OS creator	Mumbai	"JSW Ventures, VenturEast"	Private Equity		No
988	30-03-17	Emflux Motors	Technology	Electric Motorcycle manufacturer	Bengaluru	"Meher Roy, Nikhil Arora, Meet Kanodia, Krit Sankalp, Nitish Singh, Risabh Gupta"	Seed Funding		No
989	30-03-17	Klinic App	Consumer Internet	Pathology & Diagnostic Tests Portal	Gurgaon	Om Chaudhry	Seed Funding		No
990	31-03-17	Jhakaas	Consumer Internet	Offline Business Aggregator App	Mumbai	"Malini Patel, Stelcore Management Services, Anjani Prasad"	Seed Funding	"1,55,000"	Yes
991	31-03-17	Oriano Solar	Technology	Turnkey Solar Solutions	Mumbai	Samridhi Fund	Private Equity	"30,00,000"	Yes
992	31-03-17	BigBasket	ECommerce	Online Grocer	Bengaluru	Trifecta Capital	Private Equity	"70,00,000"	Yes
993	31-03-17	Rooter	Consumer Internet	Sports engagement platform	New Delhi	Intex Technologies	Private Equity		No
994	31-03-17	FalconBrick	Technology	Real-Estate Workflow mobile app	Bengaluru	"Satveer Thakral, LetsVenture, Mumbai Angels"	Seed Funding		No
995	31-03-17	Icertis	Technology	ERP solutions provider	Pune	"B Capital Group, Ignition Partners, Greycroft, e.ventures,\\xc2\\xa0 Eight Roads Ventures"	Private Equity	"2,50,00,000"	Yes
996	02-02-17	Clodura	Technology	Intelligent Sales Assistant	Pune	Undisclosed Investors	Seed Funding		No
997	03-02-17	Stockroom.io	Consumer Internet	Curated Platform for Developers	Hyderabad	"Satya D Sinha, Gyanendra Singh"	Seed Funding		No
998	06-02-17	Capital Float	Consumer Internet	Online lending platform	Bengaluru	IFMR Capital Finance	Private Equity	"25,00,000"	Yes
999	06-02-17	iManageMyHotel	Technology	Hotel Management Solution	Kolkata	Jaarvis Accelerator	Seed Funding		No
1000	07-02-17	Inner Hour	Consumer Internet	Online Counselling Platform	Mumbai	"Batlivala & Karani Securities, Venture Works"	Seed Funding	"4,50,000"	Yes
1001	07-02-17	Travel Triangle	Consumer Internet	Online travel agent marketplace	Noida	"RB Investments, SAIF Partners, Bessemer Venture Partners"	Private Equity	"1,00,00,000"	Yes
1002	08-02-17	Wandertrails	Consumer Internet	"Online Travel, Adventure & Activities Portal"	Bengaluru	Earlsfield Capital	Seed Funding	"10,00,000"	Yes
1003	08-02-17	Zenatix	Technology	IoT Based Energy Monitoring & Control	Gurgaon	"pi Ventures, Blume Ventures"	Private Equity	"12,00,000"	Yes
1004	08-02-17	Cartrade	Consumer Internet	Automobile Classifieds Portal	Mumbai	Temasek Holdings	Private Equity	"5,50,00,000"	Yes
1005	08-02-17	MindYourFleet	Technology	Car Rental Software Solutions	Noida	"Japan Vyas, Tarun Adlakha"	Seed Funding		No
1006	08-02-17	Edurev	Consumer Internet	Online Education Portal	Gurgaon	Facebook FB Start programme	Seed Funding	40000.00	Yes
1007	09-02-17	Voonik	ECommerce	Women Apparel & Lifestyle etailer	Bengaluru	"RB Investments, Sequoia Capital"	Private Equity	"60,00,000"	Yes
1008	09-02-17	1Crowd	Finance	Startup Crowd-funding platform	Mumbai	Ganesh Natarajan	Seed Funding		No
1009	09-02-17	Wooplr	ECommerce	Women Fashion Portal	Bengaluru	"Sistema Asia Fund, Amereus Group, Helion Ventures"	Private Equity	"80,00,000"	Yes
1010	10-02-17	48East	ECommerce	Online Food Delivery Platform	Bengaluru	Al Dhaheri family	Private Equity	"5,00,000"	Yes
1011	10-02-17	Redesyn	Consumer Internet	Tech Enabler for Artists	Mumbai	ThinQbate	Seed Funding		No
1012	13-02-17	Sigtuple	Technology	Medical Automation platform	Bengaluru	"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners"	Private Equity	"58,00,000"	Yes
1013	13-02-17	Flutura	Technology	Decision Sciences Analytics Solutions	Bengaluru	"Vertex Ventures, Lumis Partners"	Private Equity	"75,00,000"	Yes
1014	13-02-17	Wassup	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai	Anil Jain & other HNIs	Private Equity	"32,00,000"	Yes
1015	13-02-17	Better Mortgage	Consumer Internet	Mortgage Offering Platform	Gurgaon	"Kleiner Perkins, Goldman Sachs, Pine Brook"	Private Equity	"1,50,00,000"	Yes
1016	13-02-17	Nurturey	Consumer Internet	Parenting Mobile App	New Delhi	Mohit Joshi & Others	Seed Funding	"3,30,000"	Yes
1017	13-02-17	Fyle	Technology	Expense Management Solution	Bengaluru	Pravega Ventures	Seed Funding	"4,00,000"	Yes
1018	14-02-17	GoBumpr	Consumer Internet	Online Bike & Car Services provider	Chennai	"Mahalingam K, Girish Mathrubootham"	Seed Funding	"3,00,000"	Yes
1019	14-02-17	CCAvenue	Consumer Internet	Online Payment Gateway	Mumbai	Infibeam	Private Equity	"2,24,00,000"	Yes
1020	14-02-17	Connaizen	Technology	Data Analytics platform	New Delhi	Vikram Sud	Seed Funding		No
1021	15-02-17	Innov8	Consumer Internet	Co-Working Space Platform	New Delhi	"Vijay Shekhar Sharma, Rajan Anandan, Kunal Shah, Girish Mathrubootham, Punit Soni, Anand Chandrasekaran, Sunil Kalra, Utsav Somani, Vishal Gondal, Vikram Limaye"	Seed Funding		No
1022	15-02-17	ZestMoney	Consumer Internet	Online Consumer Lending platform	Bengaluru	"PayU, Ribbit Capital, Omidyar Network"	Private Equity	"65,00,000"	Yes
1023	15-02-17	AirZaar	Technology	Drone operations management platform	Not Specified	Quake Capital	Seed Funding	"3,50,000"	Yes
1024	16-02-17	Truebil	Consumer Internet	Online Marketplace for Used Cars	Mumbai	Shunwei Capital	Private Equity	"30,00,000"	Yes
1025	16-02-17	YourStory	Consumer Internet	Online Media	Bengaluru	"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT"	Private Equity	"30,00,000"	Yes
1026	17-02-17	Imaginate	Technology	AR & VR platform	Hyderabad	SRI Capital	Seed Funding	"5,00,000"	Yes
1027	17-02-17	The Ken	Consumer Internet	Online Media Platform	Bengaluru	"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma & Others"	Seed Funding	"4,00,000"	Yes
1028	17-02-17	Urban Ladder	ECommerce	Online Furniture Store	Bengaluru	"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital"	Private Equity	"1,52,00,000"	Yes
1029	17-02-17	Aisle	Consumer Internet	Online match-making app	Bengaluru	"Konglo Ventures, White Unicorn Ventures, LetsVenture"	Seed Funding		No
1030	17-02-17	TownScript	Consumer Internet	DIY event registration and ticketing portal	Pune	BookMyShow	Private Equity		No
1031	17-02-17	Leopetra	eCommerce	Solution provider for pet needs	Mumbai	Facebook FBStart	Seed Funding	40000.00	Yes
1032	18-02-17	Blood n Care	Consumer Internet	First Aid care app	Gurgaon	Facebook FBStart	Seed Funding	40000.00	Yes
1033	20-02-17	Flipkart	eCommerce	Online Marketplace	Bengaluru	"Bennett, Coleman and Co. Ltd (BCCL)"	Private Equity	"3,87,00,000"	Yes
1034	21-02-17	True Balance	Consumer Internet	Mobile balance Checking App	Gurgaon	"Softbank Ventures Korea, IMM Investment"	Private Equity	"1,50,00,000"	Yes
1035	22-02-17	Vebbler	Consumer Internet	Photo Sharing for Groups	Bengaluru	Facebook FBStart	Seed Funding	40000.00	Yes
1036	23-02-17	Get My Parking	Consumer Internet	Smart Parking Platform	New Delhi	"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal"	Private Equity	"11,00,000"	Yes
1037	23-02-17	Lets Reap	Consumer Internet	B2B Mobile App for Pharmacies	Mumbai	"Kunal Shah, Sandeep Tandon, Nitin Saluja, Gagan Goyal"	Seed Funding		No
1038	24-02-17	Oglas	Consumer Internet	Mobile Advertising App	Noida	"Pankaj Rungta, Yogesh Agarwal"	Seed Funding		No
1039	27-02-17	Staydobe	Consumer Internet	Co-Living Spaces Aggregator	Bengaluru	Ishan Manaktala	Seed Funding		No
1040	27-02-17	Biryani By Kilo	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon	"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others"	Seed Funding	"3,75,000"	Yes
1041	27-02-17	Johari Shop	ECommerce	Online Jewellery etailer	Bengaluru	Undisclosed Investors	Seed Funding	94000.00	Yes
1042	28-02-17	NeoStencil	Consumer Internet	Live Online Coaching Classes	New Delhi	"Brand Capital, Paragon Trust"	Private Equity	"10,00,000"	Yes
1043	28-02-17	Blackbuck	Logistics	Online freight aggregator	Bengaluru	"Sands Capital, IFC, Accel Partners, Flipkart, Sanjiv Rangrass"	Private Equity	"7,00,00,000"	Yes
1044	02-01-17	TaxSutra	Consumer Internet	Online Tax Filing platform	Pune	"TV Mohandas Pai, V Balakrishnan, PV Srinivasan"	Seed Funding	"3,66,000"	Yes
1045	03-01-17	TempoGo	Technology	IoT & SAAS Solutions for Transportation Industry	Panaji	K2 Capital	Seed Funding	"8,25,000"	Yes
1046	03-01-17	GoFynd	ecommerce	Fashion ecommerce portal	Mumbai	"Anand Chandrasekaran, Rajiv Mehta, Ramakant Sharma"	Seed Funding		No
1047	03-01-17	Vow Car Clinic	Consumer Internet	Online/App Based Car cleaning service provider	Gurgaon	Vishal Malik	Seed Funding		No
1048	04-01-17	LearnTron	Technology	Blended Learning Delivery App for Schools & Corporates	Chennai	Kae Capital	Seed Funding		No
1049	05-01-17	MobiDent	Consumer Internet	Dentist Appointments booking platform	Bengaluru	DanGold Investment Corp	Private Equity		No
1050	05-01-17	Yostra	Technology	Healthcare Technology Solutions	Bengaluru	"Marico Innovation Foundation (MIF), Villgro"	Private Equity		No
1051	06-01-17	Leap India	Logistics	Supply Chain Solutions Provider	Mumbai	"India Nivesh Growth Fund, Sixth Sense, TCI Ventures"	Private Equity	"1,30,00,000"	Yes
1052	07-01-17	FreeCharge	Consumer Internet	Mobile Wallet	Mumbai	Jasper Infotech Pvt Ltd	Private Equity	"5,70,00,000"	Yes
1053	09-01-17	TicketNew	Consumer Internet	Movie Ticket Booking platform	Chennai	Alibaba Pictures	Private Equity	"3,50,00,000"	Yes
1054	10-01-17	Intelligence Node	Technology	SAAS Based Retail Analytics Solutions	Mumbai	BlackSoil Capital Pvt Ltd	Private Equity	"8,00,000"	Yes
1055	10-01-17	Securens	Technology	e-surveillance services provider	Mumbai	"Mayfield India, Trifecta Capital"	Private Equity	"50,00,000"	Yes
1056	10-01-17	Loan Frame	Consumer Internet	Small Business Loans Marketplace platform	Gurgaon	"Vedanta Capital, William Campbell, Toos N Daruvala"	Private Equity	"22,50,000"	Yes
1057	10-01-17	DriveSkool	Consumer Internet	online marketplace for driving schools	Bengaluru	Aavya Ventures	Seed Funding		No
1058	10-01-17	Medinfi	Consumer Internet	Doctor & Clinic Discovery portal	Bengaluru	"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani"	Seed Funding	"1,00,000"	Yes
1059	10-01-17	LensKart	eCommerce	Online eyewear retailer	Bengaluru	Ronnie Screwvala	Private Equity	"35,00,000"	Yes
1060	11-01-17	InstaOffice	Consumer Internet	CoWorking Spaces booking platform	Gurgaon	"Zishaan Hayath, Karan Chellani, Mohit Satyan"	Seed Funding		No
1061	12-01-17	Hansel.io	Consumer Internet	Real-time Mobile App Management Platform	Bengaluru	"IDG Ventures, Endiya Partners"	Private Equity	"13,50,000"	Yes
1062	12-01-17	Square Yards	Consumer Internet	Property Search Aggregator platform	Gurgaon	"Lohia Group, Andre Hoffman"	Private Equity	"1,00,00,000"	Yes
1063	13-01-17	Roambee	Technology	IoT smart Logistics and Asset Management Company	Mumbai	Deutsche Telekom Strategic Investments & Others	Private Equity	"41,00,000"	Yes
1064	13-01-17	PaisaWapas	Consumer Internet	Cashback & Coupons platform	Bengaluru	Vividhity Ventures	Seed Funding		No
1065	13-01-17	iService	Consumer Internet	Gadgets Repair & Service Booking platform	Bengaluru	"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna"	Seed Funding	"4,40,000"	Yes
1066	14-01-17	Unacademy	Consumer Internet	Online learning platform	Bengaluru	"Nexus Venture Partners, Blume Ventures"	Private Equity	"45,00,000"	Yes
1067	14-01-17	SecururAX	Technology	Cloud-based solutions provider	Bengaluru	"Axilor Ventures, Parampara Early Stage Opportunities Fund & Others"	Private Equity		No
1068	16-01-17	Leadburg	Consumer Internet	Personality Development Mobile App	Bengaluru	"Harsh V. Pant, Ratheesh Raveendran"	Seed Funding		No
1069	16-01-17	ZoloStays	Consumer Internet	Branded PG Accomodation booking platform	Bengaluru	"Nexus Venture Partners, Innoven Capital"	Private Equity	"50,00,000"	Yes
1070	16-01-17	Oi Media	Technology	SAAS Based Media Marketing platform	New Delhi	Quarizon	Seed Funding		No
1071	16-01-17	HipCouch	Consumer Internet	Custom & Modular Furniture platform	Mumbai	Undisclosed Investors	Seed Funding	"7,00,000"	Yes
1072	17-01-17	Curiositi	Consumer Internet	Online Learning Platform	Bengaluru	"Menterra Social Impact Fund, Unitus Seed Fund"	Private Equity	"8,00,000"	Yes
1073	17-01-17	TinyStep	Consumer Internet	Parenting Info & Social Network	Bengaluru	Flipkart	Private Equity	"20,00,000"	Yes
1074	17-01-17	Practo	Consumer Internet	Online Healthcare platform	Bengaluru	"Tencent,\\xc2\\xa0 ru-Net, RSI Fund, Thrive Capital"	Private Equity	"5,50,00,000"	Yes
1075	17-01-17	Ketchupp	Consumer Internet	Food Discovery Platform	New Delhi	India Quotient and others	Seed Funding	"4,41,000"	Yes
1076	17-01-17	Hoopy	Consumer Internet	Online Car Service Platform	Gwalior	undisclosed investors	Seed Funding	"5,00,000"	Yes
1077	17-01-17	Ezytruk	Consumer Internet	Logistics and truck aggregator platform	Bengaluru	"Ajith Nair, Anish K"	Seed Funding	"1,47,000"	Yes
1078	18-01-17	Kratikal	Technology	Cyber Security Solution provider	New Delhi	"Amajit Gupta, Praveen Dubey, J.P. Bhatt"	Seed Funding		No
1079	18-01-17	Direct Create	eCommerce	B2B Marketplace for Handicrafts	Gurgaon	Rajasthan Venture Capital Fund	Seed Funding		No
1080	18-01-17	Vahdam Teas	eCommerce	Online Tea etailer	New Delhi	"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network"	Seed Funding	"6,50,000"	Yes
1081	18-01-17	Qwikspec	Technology	Cloud-based construction	Bengaluru	Undisclosed Investors	Seed Funding	"3,00,000"	Yes
1082	19-01-17	PParke	Consumer Internet	Parking Solutions mobile app	Bengaluru	SB Ventures	Seed Funding		No
1083	19-01-17	Weddingz.in	Consumer Internet	Online Marketplace for Wedding Venues and vendors	Mumbai	Singularity Ventures	Private Equity	"10,00,000"	Yes
1084	19-01-17	Native Special	eCommerce	Indian Sweets & Snacks etailer	Karur	"Indian Angel Network, Native Angels Network"	Seed Funding		No
1085	19-01-17	Fitnapp	Consumer Internet	Fitness Mobile App	Noida	SD Group	Private Equity		No
1086	20-01-17	Ethosh	Technology	Visual and Interactive communications Solutions	Pune	Deepak Nathani	Seed Funding		No
1087	20-01-17	Wydr	eCommerce	B2B Wholesale Marketplace in India	Gurgaon	"Bessemer Venture Partners, Stellaris Venture Partners, Jungle Venture Partners, Axis Capital"	Private Equity		No
1088	20-01-17	Tyre Express	Technology	IoT platform for Tyre Performance management & tracking	Mumbai	IvyCamp Ventures	Seed Funding		No
1089	20-01-17	Connaizen	Technology	Data Analytics platform	New Delhi	Umang Moondra	Seed Funding		No
1090	22-01-17	MessaGif	Consumer Internet	social messaging platform	New Delhi	Undisclosed investor	Seed Funding	50000.00	Yes
1091	23-01-17	SmartHi	Technology	Audit automation Solutions	Pune	Singapore based investor	Seed Funding		No
1092	23-01-17	CRON Systems	Technology	Border Intrusion Alert Solutions	New Delhi	YourNest Fund II	Seed Funding		No
1093	23-01-17	CueMath	Technology	Maths Learning program	New Delhi	"CapitalG, Sequoia India"	Private Equity	"1,50,00,000"	Yes
1094	23-01-17	ChipperSage	Technology	Online learning platform	Bengaluru	India Educational Investment Fund	Seed Funding		No
1095	24-01-17	SelectJobs	Consumer Internet	Online Job portal	Mumbai	India Educational Investment Fund	Seed Funding		No
1096	24-01-17	Khel Now	Consumer Internet	Mobile-based Social Platform for Sports	Bengaluru	Indochine International	Private Equity	"5,00,000"	Yes
1097	24-01-17	NowFloats	Consumer Internet	Platform to take businesses online	Hyderabad	"Iron Pillar and IIFL, Blume Ventures, Omidyar Network"	Private Equity	"1,00,00,000"	Yes
1098	24-01-17	Lets Transport	Consumer Internet	Online transport vehicle booking platform	Bengaluru	"GMO Japan, Neelesh Bhatnagar"	Private Equity	"40,00,000"	Yes
1099	24-01-17	BetaOut	Technology	ECommerce Marketing Software	Noida	East Ventures & Others	Private Equity		No
1100	25-01-17	Wishberry	Consumer Internet	Crowdfunding Platform	Mumbai	"Sharad Sharma, Rajan Anandan,\\xc2\\xa0 Amit Ranjan, Alok Mittal & others"	Seed Funding		No
1101	25-01-17	RML Agtech	Technology	Agri Decision Support Solution for farmers	Pune	IvyCap Ventures	Private Equity	"40,00,000"	Yes
1102	25-01-17	LoyaltyPrime	Technology	Loyalty program management solutions	New Delhi	"Senovo, Unternehmertum Venture Capital, Alexander Bruehl"	Private Equity		No
1103	25-01-17	InstaSafe	Technology	Security-as-a-Service solution provider	Bengaluru	ABM Knowledgeware	Private Equity	"22,00,000"	Yes
1104	25-01-17	Infibeam	eCommerce	eCommerce Marketplace	Ahmedabad	"Bennett, Coleman and Company Ltd"	Private Equity	"88,00,000"	Yes
1105	02-01-17	99Games	Technology	Mobile Game Developer Studio	Udupi	Dream Incubator	Seed Funding		No
1106	26-01-17	AirMed Labs	Consumer Internet	Health Tests Booking platform & ePharmacy	Ahmedabad	Brand Capital	Private Equity	"14,00,000"	Yes
1107	26-01-17	99PerHour	Consumer Internet	Hyper-local Handyman Service provider	Chennai	V Aanand R	Seed Funding	"3,00,000"	Yes
